Retailer,RetailerID,InvoiceDate,Region,State,City,Product,PricePerUnit,UnitsSold,TotalSales,OperatingProfit,OperatingMargin,SalesMethod
Sports Direct,1197831,8/26/2021,South,Texas,Dallas,Women's Athletic Footwear,$35.00 ,400,"$140,000 ","$63,000 ",Operating Margin,Outlet
Sports Direct,1197831,8/27/2021,South,Texas,Dallas,Men's Apparel,$40.00 ,300,"$120,000 ","$36,000 ",Operating Margin,Outlet
Sports Direct,1197831,8/28/2021,South,Texas,Dallas,Women's Apparel,$35.00 ,450,"$157,500 ","$78,750 ",Operating Margin,Outlet
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,$20.00 ,700,"$140,000 ","$49,000 ",Operating Margin,Outlet
Sports Direct,1197831,8/30/2021,South,Texas,Dallas,Men's Athletic Footwear,$30.00 ,700,"$210,000 ","$73,500 ",Operating Margin,Outlet
Sports Direct,1197831,8/31/2021,South,Texas,Dallas,Women's Street Footwear,$25.00 ,525,"$131,250 ","$45,938 ",Operating Margin,Outlet
Sports Direct,1197831,9/1/2021,South,Texas,Dallas,Women's Athletic Footwear,$30.00 ,425,"$127,500 ","$57,375 ",Operating Margin,Outlet
Sports Direct,1197831,9/2/2021,South,Texas,Dallas,Men's Apparel,$35.00 ,325,"$113,750 ","$34,125 ",Operating Margin,Outlet
Sports Direct,1197831,9/3/2021,South,Texas,Dallas,Women's Apparel,$30.00 ,600,"$180,000 ","$90,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/4/2021,South,Texas,Dallas,Men's Street Footwear,$20.00 ,750,"$150,000 ","$52,500 ",Operating Margin,Outlet
Sports Direct,1197831,9/5/2021,South,Texas,Dallas,Men's Athletic Footwear,$30.00 ,775,"$232,500 ","$81,375 ",Operating Margin,Outlet
Sports Direct,1197831,9/6/2021,South,Texas,Dallas,Women's Street Footwear,$25.00 ,625,"$156,250 ","$54,688 ",Operating Margin,Outlet
Sports Direct,1197831,9/7/2021,South,Texas,Dallas,Women's Athletic Footwear,$35.00 ,550,"$192,500 ","$86,625 ",Operating Margin,Outlet
Sports Direct,1197831,9/8/2021,South,Texas,Dallas,Men's Apparel,$50.00 ,450,"$225,000 ","$67,500 ",Operating Margin,Outlet
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,$45.00 ,800,"$360,000 ","$180,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Men's Street Footwear,$45.00 ,800,"$360,000 ","$126,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,$50.00 ,800,"$400,000 ","$140,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/12/2021,South,Texas,Dallas,Women's Street Footwear,$45.00 ,650,"$292,500 ","$102,375 ",Operating Margin,Outlet
Sports Direct,1197831,9/13/2021,South,Texas,Dallas,Women's Athletic Footwear,$45.00 ,600,"$270,000 ","$121,500 ",Operating Margin,Outlet
Sports Direct,1197831,9/14/2021,South,Texas,Dallas,Men's Apparel,$50.00 ,500,"$250,000 ","$75,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$55.00 ,875,"$481,250 ","$240,625 ",Operating Margin,Outlet
Sports Direct,1197831,9/16/2021,South,Texas,Dallas,Men's Street Footwear,$45.00 ,825,"$371,250 ","$148,500 ",Operating Margin,Outlet
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,$50.00 ,825,"$412,500 ","$165,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/18/2021,South,Texas,Dallas,Women's Street Footwear,$45.00 ,975,"$438,750 ","$175,500 ",Operating Margin,Outlet
Sports Direct,1197831,9/19/2021,South,Texas,Dallas,Women's Athletic Footwear,$45.00 ,575,"$258,750 ","$129,375 ",Operating Margin,Outlet
Sports Direct,1197831,9/20/2021,South,Texas,Dallas,Men's Apparel,$50.00 ,575,"$287,500 ","$100,625 ",Operating Margin,Outlet
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,$60.00 ,850,"$510,000 ","$280,500 ",Operating Margin,Outlet
Sports Direct,1197831,9/22/2021,South,Texas,Dallas,Men's Street Footwear,$50.00 ,800,"$400,000 ","$160,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/23/2021,South,Texas,Dallas,Men's Athletic Footwear,$55.00 ,800,"$440,000 ","$176,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,$50.00 ,975,"$487,500 ","$195,000 ",Operating Margin,Outlet
Sports Direct,1197831,9/25/2021,South,Texas,Dallas,Women's Athletic Footwear,$50.00 ,525,"$262,500 ","$131,250 ",Operating Margin,Outlet
Sports Direct,1197831,9/26/2021,South,Texas,Dallas,Men's Apparel,$55.00 ,525,"$288,750 ","$101,063 ",Operating Margin,Outlet
Sports Direct,1197831,9/27/2021,South,Texas,Dallas,Women's Apparel,$60.00 ,775,"$465,000 ","$255,750 ",Operating Margin,Outlet
Sports Direct,1197831,9/28/2021,South,Texas,Dallas,Men's Street Footwear,$55.00 ,725,"$398,750 ","$159,500 ",Operating Margin,Outlet
Sports Direct,1197831,9/29/2021,South,Texas,Dallas,Men's Athletic Footwear,$55.00 ,675,"$371,250 ","$148,500 ",Operating Margin,Outlet
Sports Direct,1197831,9/30/2021,South,Texas,Dallas,Women's Street Footwear,$60.00 ,725,"$435,000 ","$174,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/1/2021,South,Texas,Dallas,Women's Athletic Footwear,$60.00 ,450,"$270,000 ","$135,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/2/2021,South,Texas,Dallas,Men's Apparel,$55.00 ,450,"$247,500 ","$86,625 ",Operating Margin,Outlet
Sports Direct,1197831,10/3/2021,South,Texas,Dallas,Women's Apparel,$50.00 ,675,"$337,500 ","$185,625 ",Operating Margin,Outlet
Sports Direct,1197831,10/4/2021,South,Texas,Dallas,Men's Street Footwear,$40.00 ,625,"$250,000 ","$100,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/5/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,625,"$250,000 ","$100,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/6/2021,South,Texas,Dallas,Women's Street Footwear,$45.00 ,575,"$258,750 ","$103,500 ",Operating Margin,Outlet
Sports Direct,1197831,10/7/2021,South,Texas,Dallas,Women's Athletic Footwear,$45.00 ,425,"$191,250 ","$95,625 ",Operating Margin,Outlet
Sports Direct,1197831,10/8/2021,South,Texas,Dallas,Men's Apparel,$40.00 ,400,"$160,000 ","$56,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/9/2021,South,Texas,Dallas,Women's Apparel,$50.00 ,575,"$287,500 ","$158,125 ",Operating Margin,Outlet
Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,$40.00 ,725,"$290,000 ","$116,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/11/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,725,"$290,000 ","$116,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/12/2021,South,Texas,Dallas,Women's Street Footwear,$65.00 ,650,"$422,500 ","$169,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/13/2021,South,Texas,Dallas,Women's Athletic Footwear,$65.00 ,500,"$325,000 ","$162,500 ",Operating Margin,Outlet
Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Men's Apparel,$60.00 ,475,"$285,000 ","$99,750 ",Operating Margin,Outlet
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,$70.00 ,675,"$472,500 ","$259,875 ",Operating Margin,Outlet
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,$60.00 ,825,"$495,000 ","$198,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/17/2021,South,Texas,Dallas,Men's Athletic Footwear,$60.00 ,825,"$495,000 ","$198,000 ",Operating Margin,Outlet
Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Women's Street Footwear,$65.00 ,725,"$471,250 ","$188,500 ",Operating Margin,Outlet
Sports Direct,1197831,10/19/2021,South,Texas,Dallas,Women's Athletic Footwear,$65.00 ,575,"$373,750 ","$186,875 ",Operating Margin,Outlet
Sports Direct,1197831,10/20/2021,South,Texas,Dallas,Men's Apparel,$60.00 ,525,"$315,000 ","$110,250 ",Operating Margin,Outlet
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,$70.00 ,775,"$542,500 ","$298,375 ",Operating Margin,Outlet
Foot Locker,1185732,10/22/2021,South,Texas,Dallas,Men's Street Footwear,$45.00 ,425,"$191,250 ","$105,188 ",Operating Margin,Outlet
Foot Locker,1185732,10/23/2021,South,Texas,Dallas,Men's Athletic Footwear,$45.00 ,225,"$101,250 ","$35,438 ",Operating Margin,Outlet
Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Women's Street Footwear,$35.00 ,225,"$78,750 ","$31,500 ",Operating Margin,Outlet
Foot Locker,1185732,10/25/2021,South,Texas,Dallas,Women's Athletic Footwear,$40.00 ,75,"$30,000 ","$12,000 ",Operating Margin,Outlet
Foot Locker,1185732,10/26/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$55.00 ,125,"$68,750 ","$24,063 ",Operating Margin,Outlet
Foot Locker,1185732,10/27/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$45.00 ,225,"$101,250 ","$30,375 ",Operating Margin,Outlet
Foot Locker,1185732,10/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$45.00 ,475,"$213,750 ","$117,563 ",Operating Margin,Outlet
Foot Locker,1185732,10/29/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$45.00 ,125,"$56,250 ","$19,688 ",Operating Margin,Outlet
Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$35.00 ,175,"$61,250 ","$24,500 ",Operating Margin,Outlet
Foot Locker,1185732,10/31/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$40.00 ,50,"$20,000 ","$8,000 ",Operating Margin,Outlet
Foot Locker,1185732,11/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$55.00 ,125,"$68,750 ","$24,063 ",Operating Margin,Outlet
Foot Locker,1185732,11/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$45.00 ,225,"$101,250 ","$30,375 ",Operating Margin,Outlet
Foot Locker,1185732,11/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$50.00 ,445,"$222,500 ","$122,375 ",Operating Margin,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,150,"$75,000 ","$26,250 ",Operating Margin,Outlet
Foot Locker,1185732,11/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$40.00 ,175,"$70,000 ","$28,000 ",Operating Margin,Outlet
Foot Locker,1185732,11/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,25,"$11,250 ","$4,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$60.00 ,75,"$45,000 ","$13,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$50.00 ,175,"$87,500 ","$21,875 ",Operating Margin,Outlet
Foot Locker,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$50.00 ,450,"$225,000 ","$112,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,150,"$75,000 ","$22,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$40.00 ,150,"$60,000 ","$21,000 ",Operating Margin,Outlet
Foot Locker,1185732,11/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,75,"$33,750 ","$11,813 ",Operating Margin,Outlet
Foot Locker,1185732,11/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$60.00 ,75,"$45,000 ","$13,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$50.00 ,200,"$100,000 ","$25,000 ",Operating Margin,Outlet
Foot Locker,1185732,11/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$60.00 ,470,"$282,000 ","$141,000 ",Operating Margin,Outlet
Foot Locker,1185732,11/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,175,"$105,000 ","$31,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,150,"$82,500 ","$28,875 ",Operating Margin,Outlet
Foot Locker,1185732,11/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,100,"$55,000 ","$19,250 ",Operating Margin,Outlet
Foot Locker,1185732,11/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,125,"$81,250 ","$24,375 ",Operating Margin,Outlet
Foot Locker,1185732,11/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,250,"$175,000 ","$52,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,500,"$325,000 ","$178,750 ",Operating Margin,Outlet
Foot Locker,1185732,11/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,250,"$150,000 ","$52,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,175,"$96,250 ","$38,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,150,"$82,500 ","$33,000 ",Operating Margin,Outlet
Foot Locker,1185732,11/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,150,"$97,500 ","$34,125 ",Operating Margin,Outlet
Foot Locker,1185732,11/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,300,"$210,000 ","$63,000 ",Operating Margin,Outlet
Foot Locker,1185732,11/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,500,"$325,000 ","$178,750 ",Operating Margin,Outlet
Foot Locker,1185732,11/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,300,"$180,000 ","$63,000 ",Operating Margin,Outlet
Foot Locker,1185732,11/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,225,"$123,750 ","$49,500 ",Operating Margin,Outlet
Foot Locker,1185732,11/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,175,"$96,250 ","$38,500 ",Operating Margin,Outlet
Foot Locker,1185732,12/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,200,"$130,000 ","$45,500 ",Operating Margin,Outlet
Foot Locker,1185732,12/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,375,"$262,500 ","$78,750 ",Operating Margin,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,525,"$341,250 ","$187,688 ",Operating Margin,Outlet
Foot Locker,1185732,12/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,300,"$180,000 ","$63,000 ",Operating Margin,Outlet
Foot Locker,1185732,12/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,225,"$123,750 ","$49,500 ",Operating Margin,Outlet
Foot Locker,1185732,12/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,200,"$110,000 ","$44,000 ",Operating Margin,Outlet
Foot Locker,1185732,12/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,175,"$113,750 ","$39,813 ",Operating Margin,Outlet
Foot Locker,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,350,"$245,000 ","$73,500 ",Operating Margin,Outlet
Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$65.00 ,475,"$308,750 ","$154,375 ",Operating Margin,Outlet
Foot Locker,1185732,12/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,275,"$137,500 ","$41,250 ",Operating Margin,Outlet
Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$45.00 ,200,"$90,000 ","$31,500 ",Operating Margin,Outlet
Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,175,"$78,750 ","$27,563 ",Operating Margin,Outlet
Foot Locker,1185732,12/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$55.00 ,125,"$68,750 ","$20,625 ",Operating Margin,Outlet
Foot Locker,1185732,12/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$60.00 ,225,"$135,000 ","$33,750 ",Operating Margin,Outlet
Foot Locker,1185732,12/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$60.00 ,400,"$240,000 ","$120,000 ",Operating Margin,Outlet
Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,225,"$112,500 ","$33,750 ",Operating Margin,Outlet
Foot Locker,1185732,12/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$50.00 ,125,"$62,500 ","$21,875 ",Operating Margin,Outlet
Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$50.00 ,100,"$50,000 ","$17,500 ",Operating Margin,Outlet
Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$60.00 ,100,"$60,000 ","$18,000 ",Operating Margin,Outlet
Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$65.00 ,225,"$146,250 ","$36,563 ",Operating Margin,Outlet
Foot Locker,1185732,12/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$70.00 ,375,"$262,500 ","$144,375 ",Operating Margin,Outlet
Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,200,"$120,000 ","$42,000 ",Operating Margin,Outlet
Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$60.00 ,195,"$117,000 ","$46,800 ",Operating Margin,Outlet
Foot Locker,1185732,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$60.00 ,175,"$105,000 ","$42,000 ",Operating Margin,Outlet
Foot Locker,1185732,12/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$70.00 ,150,"$105,000 ","$36,750 ",Operating Margin,Outlet
Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$75.00 ,250,"$187,500 ","$56,250 ",Operating Margin,Outlet
Foot Locker,1185732,12/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$70.00 ,475,"$332,500 ","$182,875 ",Operating Margin,Outlet
Foot Locker,1185732,12/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,275,"$165,000 ","$57,750 ",Operating Margin,Outlet
Foot Locker,1185732,12/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$60.00 ,225,"$135,000 ","$54,000 ",Operating Margin,Outlet
Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$60.00 ,175,"$105,000 ","$42,000 ",Operating Margin,Outlet
Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$70.00 ,175,"$122,500 ","$42,875 ",Operating Margin,Outlet
Foot Locker,1185732,1/1/2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$75.00 ,275,"$206,250 ","$61,875 ",Operating Margin,Outlet
West Gear,1128299,1/2/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$35.00 ,450,"$157,500 ","$63,000 ",Operating Margin,Outlet
West Gear,1128299,1/3/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$45.00 ,450,"$202,500 ","$50,625 ",Operating Margin,Outlet
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$45.00 ,450,"$202,500 ","$81,000 ",Operating Margin,Outlet
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,300,"$135,000 ","$47,250 ",Operating Margin,Outlet
West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Men's Apparel,$50.00 ,250,"$125,000 ","$68,750 ",Operating Margin,Outlet
West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Women's Apparel,$45.00 ,475,"$213,750 ","$42,750 ",Operating Margin,Outlet
West Gear,1128299,1/8/2020,West,Nevada,Las Vegas,Men's Street Footwear,$35.00 ,525,"$183,750 ","$73,500 ",Operating Margin,Outlet
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$45.00 ,425,"$191,250 ","$47,813 ",Operating Margin,Outlet
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,$45.00 ,425,"$191,250 ","$76,500 ",Operating Margin,Outlet
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$45.00 ,275,"$123,750 ","$43,313 ",Operating Margin,Outlet
West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,$50.00 ,200,"$100,000 ","$55,000 ",Operating Margin,Outlet
West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Women's Apparel,$45.00 ,400,"$180,000 ","$36,000 ",Operating Margin,Outlet
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,$45.00 ,550,"$247,500 ","$99,000 ",Operating Margin,Outlet
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$55.00 ,400,"$220,000 ","$55,000 ",Operating Margin,Outlet
West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,Women's Street Footwear,$55.00 ,400,"$220,000 ","$88,000 ",Operating Margin,Outlet
West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$55.00 ,300,"$165,000 ","$57,750 ",Operating Margin,Outlet
West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,$60.00 ,175,"$105,000 ","$57,750 ",Operating Margin,Outlet
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,$55.00 ,375,"$206,250 ","$41,250 ",Operating Margin,Outlet
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,550,"$330,000 ","$132,000 ",Operating Margin,Outlet
West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,350,"$227,500 ","$56,875 ",Operating Margin,Outlet
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,400,"$260,000 ","$104,000 ",Operating Margin,Outlet
West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,300,"$180,000 ","$63,000 ",Operating Margin,Outlet
West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,$65.00 ,200,"$130,000 ","$71,500 ",Operating Margin,Outlet
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,350,"$280,000 ","$56,000 ",Operating Margin,Outlet
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,550,"$330,000 ","$148,500 ",Operating Margin,Outlet
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,400,"$260,000 ","$78,000 ",Operating Margin,Outlet
West Gear,1128299,1/28/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,400,"$260,000 ","$117,000 ",Operating Margin,Outlet
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,300,"$180,000 ","$72,000 ",Operating Margin,Outlet
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,$65.00 ,200,"$130,000 ","$78,000 ",Operating Margin,Outlet
West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,450,"$360,000 ","$90,000 ",Operating Margin,Outlet
West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,700,"$420,000 ","$189,000 ",Operating Margin,Outlet
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,550,"$357,500 ","$107,250 ",Operating Margin,Outlet
West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,550,"$357,500 ","$160,875 ",Operating Margin,Outlet
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,425,"$255,000 ","$102,000 ",Operating Margin,Outlet
West Gear,1128299,2/5/2020,West,Nevada,Las Vegas,Men's Apparel,$65.00 ,300,"$195,000 ","$117,000 ",Operating Margin,Outlet
West Gear,1128299,2/6/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,600,"$480,000 ","$120,000 ",Operating Margin,Outlet
West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,750,"$450,000 ","$180,000 ",Operating Margin,Outlet
West Gear,1128299,2/8/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$65.00 ,600,"$390,000 ","$97,500 ",Operating Margin,Outlet
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,550,"$357,500 ","$143,000 ",Operating Margin,In-store
West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,450,"$270,000 ","$94,500 ",Operating Margin,In-store
West Gear,1128299,2/11/2020,West,Nevada,Las Vegas,Men's Apparel,$65.00 ,500,"$325,000 ","$178,750 ",Operating Margin,In-store
West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,500,"$400,000 ","$80,000 ",Operating Margin,In-store
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,$65.00 ,700,"$455,000 ","$182,000 ",Operating Margin,In-store
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$70.00 ,650,"$455,000 ","$113,750 ",Operating Margin,In-store
West Gear,1128299,2/15/2020,West,Nevada,Las Vegas,Women's Street Footwear,$65.00 ,525,"$341,250 ","$136,500 ",Operating Margin,In-store
West Gear,1128299,2/16/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$65.00 ,475,"$308,750 ","$108,063 ",Operating Margin,In-store
West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Men's Apparel,$75.00 ,475,"$356,250 ","$195,938 ",Operating Margin,In-store
